Type,Identification,Field,Locale,Market,Status,Default content,Translated content
COLLECTION,688201695580,meta_title,en,,,Spel i reseformat – Perfekta för resor & utflykter | Dragon’s Lair,Travel-Sized Games – Perfect for Trips & Adventures | Dragon’s Lair
COLLECTION,688201695580,meta_description,en,,," Ta med spelglädjen på resan! Upptäck smidiga och kompakta spel i reseformat – perfekta för semester, tåg, flyg och utflykter."," Bring the fun on your journey! Discover compact and travel-friendly games – perfect for vacations, trains, planes, and road trips."
COLLECTION,688201728348,title,en,,,Fältslag och Konfliktspel,Field battles and Conflict games
COLLECTION,688201728348,meta_title,en,,, Fältslag & Konfliktspel – Strategi & taktik på slagfältet | Dragon’s Lair, Battlefield & Conflict Games – Strategy & Tactics on the Frontline | Dragon’s Lair
COLLECTION,688201728348,meta_description,en,,,"Led din armé till seger! Spela brädspel med fältslag och konflikter där strategi, taktik och beslutsfattande avgör striden.","Lead your army to victory! Play board games featuring battlefield conflicts where strategy, tactics, and decision-making decide the outcome."
COLLECTION,688201761116,title,en,,,Lättare Strategispel,Lighter Strategy Games
COLLECTION,688201761116,meta_title,en,,,Lättare strategispel – Roliga & smarta brädspel | Dragon’s Lair,Lighter strategy games – Fun & smart board games | Dragon’s Lair
COLLECTION,688201793884,title,en,,,Tyngre Strategi,Heavier Strategy
COLLECTION,688201793884,meta_title,en,,,Tyngre strategispel – Avancerade brädspel för erfarna spelare | Dragon’s Lair,Heavier Strategy Games – Advanced Board Games for Experienced Players | Dragon’s Lair
COLLECTION,688201826652,title,en,,,Strategi- och taktikspel,Strategy and tactics games
COLLECTION,688201826652,meta_title,en,,,Strategispel & taktiska brädspel | Dragon’s Lair,Strategy & Tactical Board Games | Dragon's Lair
COLLECTION,688201826652,meta_description,en,,,"Upptäck strategispel och brädspel för dig som gillar taktik, planering och smarta val. Hitta ditt nästa favoritspel och klura dig hela vägen till seger.","Explore board games full of strategy and tactical choices. For thinkers, planners, and anyone who loves a good challenge.

"
COLLECTION,688201859420,title,en,,,Aktuella Erbjudanden,Current Deals
COLLECTION,688201859420,body_html,en,,,"<p>Fynda brädspel, kortspel och tillbehör till kampanjpris hos Dragon’s Lair. Upptäck aktuella erbjudanden och hitta ditt nästa favoritspel!</p>
<p> </p>","<p>Find great deals on board games, card games, and accessories at Dragon’s Lair. Discover current offers and your next favorite game!</p>
<p> </p>"
COLLECTION,688201859420,meta_title,en,,,Aktuella Erbjudanden på Brädspel & Kortspel | Dragon’s Lair,Current Deals on Board Games & Card Games | Dragon's Lair
COLLECTION,688201859420,meta_description,en,,,"Upptäck aktuella erbjudanden på brädspel, kortspel och tillbehör hos Dragon’s Lair. Fynda favoriter till kampanjpris och hitta nästa speläventyr till bästa pris!","Discover current deals on board games, card games and accessories at Dragon’s Lair. Grab your favorites on sale and start your next gaming adventure!"
COLLECTION,688201892188,title,en,,,Barnspel 8 - 13 år,Children's games 8 - 13 years
COLLECTION,688201892188,meta_title,en,,,Spel för 8–13 år – Utmanande & roliga barnspel | Dragon’s Lair,Games for Ages 8–13 – Challenging & Fun Board Games | Dragon’s Lair
COLLECTION,688201892188,meta_description,en,,," Hitta spel för barn 8–13 år! Strategiska, kreativa och roliga brädspel som utmanar och engagerar. Perfekt för spelkvällar med familj & vänner!"," Find games for kids aged 8–13! Strategic, creative, and fun board games that challenge and engage. Perfect for family and friend game nights!"
COLLECTION,688201957724,title,en,,,Barnspel 4 - 7 år,Children's games 4 - 7 years
COLLECTION,688201957724,meta_title,en,,,Spel för 4–7 år – Roliga & lärorika barnspel | Dragon’s Lair,Games for Ages 4–7 – Fun & Educational Kids' Games | Dragon’s Lair
COLLECTION,688201957724,meta_description,en,,,"Upptäck spel för barn 4–7 år! Lärorika och roliga brädspel som utvecklar logiskt tänkande, samarbete och kreativitet. Perfekt för familjestunder!","Discover games for kids aged 4–7! Educational and fun board games that develop logic, teamwork, and creativity. Perfect for family game time!"
COLLECTION,688201924956,title,en,,,Lär och Minns,Memory and Education
COLLECTION,688201924956,meta_title,en,,,Lär & Minns – Pedagogiska & minnestränande spel | Dragon’s Lair,Learn & Remember – Educational & Memory-Boosting Games | Dragon’s Lair
COLLECTION,688201924956,meta_description,en,,,"Upptäck lärorika och minnestränande spel! Perfekt för att utveckla logiskt tänkande, strategi och kunskap – roligt för både barn och vuxna!","Discover fun and educational games! Perfect for developing logical thinking, strategy, and memory skills – great for kids and adults alike!"
COLLECTION,688201990492,title,en,,,Barnspel 0 - 3 år,Children's games 0 - 3 years
COLLECTION,688201990492,meta_title,en,,,Spel för 0–3 år – Lekfulla & pedagogiska spel för de minsta | Dragon’s Lair,Games for Ages 0–3 – Fun & Educational Games for Toddlers | Dragon’s Lair
COLLECTION,688201990492,meta_description,en,,,"Upptäck spel för de allra minsta! Enkla, roliga och pedagogiska spel som utvecklar motorik, färger och samarbete – perfekt för små barn.","Discover games for the youngest players! Simple, fun, and educational games that develop motor skills, colors, and teamwork – perfect for toddlers."
COLLECTION,688202023260,title,en,,,Samarbete och lagspel,Cooperation and team play
COLLECTION,688202023260,meta_title,en,,," Samarbets- & lagspel för barn – Lek, lär & lös utmaningar | Dragon’s Lair"," Cooperative & Team Games for Kids – Play, Learn & Solve Together | Dragon’s Lair"
COLLECTION,688202023260,meta_description,en,,,"Upptäck roliga samarbets- och lagspel för barn! Perfekt för att träna samarbete, problemlösning och kommunikation på ett lekfullt sätt.","Discover fun cooperative and team-based games for kids! Perfect for developing teamwork, problem-solving, and communication in a playful way."
COLLECTION,688202056028,title,en,,,Barnspel,Children's games
COLLECTION,688202056028,body_html,en,,,"<p>Barnspel är en tidlös källa till glädje, skratt och gemenskap för hela familjen. Hos Dragon’s Lair hittar du ett brett och noggrant utvalt sortiment av barnspel som passar alla åldrar – från de allra yngsta till äldre barn och vuxna som gärna är med och spelar.</p>
<p>I vårt sortiment finns både klassiska barnspel som <a href=""/advanced_search_result.php?search_in_description=1&amp;keywords=memory"">Memory</a>, <a href=""/dobble-aka-spot-it/"">Dobble </a>och <a href=""/advanced_search_result.php?search_in_description=1&amp;keywords=uno"">Uno</a>, samt moderna favoriter och nyheter med populära karaktärer som <a href=""/advanced_search_result.php?search_in_description=1&amp;keywords=babblarna"">Babblarna </a>och <a href=""/advanced_search_result.php?search_in_description=1&amp;keywords=bamse"">Bamse</a>. Oavsett om ni söker ett enkelt spel för de första spelstunderna eller något lite mer utmanande för familjekvällen, finns det barnspel som kombinerar lek, lärande och spelglädje.</p>
<h2>Våra bästa tips på roliga barnspel</h2>
<p>Hos Dragon’s Lair hjälper vi dig gärna att hitta rätt brädspel för barn i alla åldrar. Utforska vårt sortiment online eller låt dig inspireras av rekommendationer från våra spelexperter – vi delar gärna med oss av vår kunskap både i butik och på nätet.</p>","<p>Children’s games are a timeless source of joy, laughter, and togetherness for the whole family. At Dragon’s Lair, you’ll find a wide and carefully curated selection of children’s games suitable for all ages – from the very youngest players to older kids and adults who love to join in.</p>
<p>Our range includes classic children’s games such as Memory, Bingo, and Lotto, as well as modern favorites and new releases featuring popular characters like Babblarna and Bamse. Whether you’re looking for a simple game for a child’s first play sessions or something a bit more engaging for family game night, you’ll find children’s games that combine play, learning, and lasting fun.</p>
<p>Our top picks for fun children’s games<br>At Dragon’s Lair, we’re always happy to help you find the right board games for children of all ages. Explore our selection online or get inspired by recommendations from our game experts – we’re here to share our knowledge both in-store and online.</p>"
COLLECTION,688202056028,meta_title,en,,,Barnspel för alla åldrar | Dragon’s Lair,Children's games for all ages | Dragon's Lair
COLLECTION,688202056028,meta_description,en,,,"Upptäck roliga och lärorika barnspel hos Dragons Lair. Perfekta för alla åldrar. Välj bland klassiska favoriter och nya spännande barnspel för hela familjen!
",Discover fun and educational children’s games at Dragon’s Lair. Perfect for all ages. Choose from classic favorites and exciting new games for the whole family
COLLECTION,688202088796,title,en,,,Allmänbildning och Kuriosa,General education and curiosities
COLLECTION,688202088796,meta_title,en,,,Allmänbildning & Kuriosa – Lär dig & ha kul | Dragon’s Lair,Trivia & Knowledge – Learn & Have Fun | Dragon’s Lair
COLLECTION,688202088796,meta_description,en,,,"Utmana dina kunskaper! Spela frågespel och kunskapsspel fyllda med allmänbildning, kuriosa och spännande fakta."," Test your knowledge! Play trivia and educational games filled with general knowledge, fun facts, and fascinating discoveries."
COLLECTION,688202121564,title,en,,,Frågespel & Trivia,Quizzes & Trivia
COLLECTION,688202121564,meta_title,en,,,Frågespel & Trivia – Roliga quizspel för fest och vardag | Dragon’s Lair,Trivia & Quiz Games – Fun Question Games for Any Occasion | Dragon’s Lair
COLLECTION,688202121564,meta_description,en,,,"Upptäck roliga frågespel och trivia för barn och vuxna. Hitta klassiska frågespel och populära frågesportspel för familj och vänner hos Dragon’s Lair.
","Explore fun trivia and quiz games for family nights, parties, and casual play. Easy-to-learn question games for beginners and experienced players alike."
COLLECTION,688202154332,title,en,,,Brädspel & Sällskapsspel,Board Games & Party Games
COLLECTION,688202154332,meta_title,en,,,Sällskapsspel och brädspel – Dragon’s Lair,Party and board games – Dragon’s Lair
COLLECTION,688202154332,meta_description,en,,,"Köp brädspel hos Dragon’s Lair! Familjespel, festspel och strategispel för alla. Beställ online eller få tips i butik. Hitta ditt nästa favoritspel idag!","Buy board games at Dragon’s Lair! Family games, party games and strategy games for everyone. Order online or get recommendations in-store. Find your next favourite game today!"
COLLECTION,688202219868,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688202252636,title,en,,,UltraPro,UltraPro
COLLECTION,688202285404,title,en,,,Gamegenic,Gamegenic
COLLECTION,688202318172,title,en,,,UltimateGuard,UltimateGuard
COLLECTION,688202350940,title,en,,,KMC,KMC
COLLECTION,688202416476,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688202383708,title,en,,,Sortera efter märke,Sort by Brand
COLLECTION,688202449244,title,en,,,Matta,Matte
COLLECTION,688202482012,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688202514780,title,en,,,UltraPro,UltraPro
COLLECTION,688202547548,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688202580316,title,en,,,Gamegenic,Gamegenic
COLLECTION,688202613084,title,en,,,KMC,KMC
COLLECTION,688202645852,title,en,,,Sortera efter märke,Sort by Brand
COLLECTION,688202678620,title,en,,,Klara,Clear
COLLECTION,688202711388,title,en,,,Enfärgade,With design
COLLECTION,688202744156,title,en,,,Magic the Gathering,Magic the Gathering
COLLECTION,688202776924,title,en,,,Pokémon,Pokémon
COLLECTION,688202809692,title,en,,,Disney Lorcana,Disney Lorcana
COLLECTION,688202842460,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688202875228,title,en,,,Fantasy,Fantasy
COLLECTION,688202973532,title,en,,,Sci-fi,Sci-fi
COLLECTION,688202907996,title,en,,,Superhjältar,Superheroes
COLLECTION,688202940764,title,en,,,Med motiv,With design
COLLECTION,688203006300,title,en,,,Inner sleeves,Inner sleeves
COLLECTION,688203039068,title,en,,,Outer sleeves,Outer sleeves
COLLECTION,688203071836,title,en,,,Inner/outer sleeves,Inner/outer sleeves
COLLECTION,688203104604,title,en,,,UltraPro,UltraPro
COLLECTION,688203137372,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688203170140,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688203202908,title,en,,,Gamegenic,Gamegenic
COLLECTION,688203235676,title,en,,,KMC,KMC
COLLECTION,688203268444,title,en,,,Sortera efter märke,Sortera efter märke
COLLECTION,688203333980,title,en,,,Standardstorlek,Standard Size
COLLECTION,688203301212,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688203366748,title,en,,,UltraPro,UltraPro
COLLECTION,688203399516,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688203432284,title,en,,,Gamegenic,Gamegenic
COLLECTION,688203465052,title,en,,,KMC,KMC
COLLECTION,688203497820,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688203530588,title,en,,,KMC,KMC
COLLECTION,688203563356,title,en,,,UltraPro,UltraPro
COLLECTION,688203596124,title,en,,,Sortera efter märke,Sortera efter märke
COLLECTION,688203628892,title,en,,,Matta,Matte
COLLECTION,688203661660,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688203694428,title,en,,,Gamegenic,Gamegenic
COLLECTION,688203727196,title,en,,,KMC,KMC
COLLECTION,688203759964,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688203792732,title,en,,,UltraPro,UltraPro
COLLECTION,688203825500,title,en,,,UltraPro,UltraPro
COLLECTION,688203858268,title,en,,,Sortera efter märke,Sortera efter märke
COLLECTION,688203891036,title,en,,,Klara,Clear
COLLECTION,688203923804,title,en,,,Enfärgade,Plain Color
COLLECTION,688203956572,title,en,,,Yu-Gi-Oh!,Yu-Gi-Oh!
COLLECTION,688203989340,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688204022108,title,en,,,Fantasy,Fantasy
COLLECTION,688204054876,title,en,,,Sci-fi,Sci-fi
COLLECTION,688204087644,title,en,,,Med motiv,With design
COLLECTION,688204120412,title,en,,,Inner sleeves,Inner sleeves
COLLECTION,688204153180,title,en,,,Outer sleeves,Outer sleeves
COLLECTION,688204185948,title,en,,,Inner/outer sleeves,Inner/outer sleeves
COLLECTION,688204218716,title,en,,,Japansk storlek,Japanese size
COLLECTION,688204251484,title,en,,,Plastfickor,Sleeves
COLLECTION,688204284252,title,en,,,Enfärgade,One color
COLLECTION,688204349788,title,en,,,Magic the Gathering,Magic the Gathering
COLLECTION,688204382556,title,en,,,Pokémon,Pokémon
COLLECTION,688204415324,title,en,,,Yu-Gi-Oh!,Yu-Gi-Oh!
COLLECTION,688204448092,title,en,,,Disney Lorcana,Disney Lorcana
COLLECTION,688204480860,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688204513628,title,en,,,Fantasy,Fantasy
COLLECTION,688204546396,title,en,,,Sci-fi,Sci-fi
COLLECTION,688204579164,title,en,,,Superhjältar,Superhjältar
COLLECTION,688204611932,title,en,,,Magic,Magic
COLLECTION,688204677468,title,en,,,Med motiv,With design
COLLECTION,688204710236,title,en,,,UltraPro,UltraPro
COLLECTION,688204644700,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688204743004,title,en,,,Gamegenic,Gamegenic
COLLECTION,688204874076,title,en,,,UltimateGuard,UltimateGuard
COLLECTION,688204775772,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688204808540,title,en,,,Sortera efter märke,Sort by Brand
COLLECTION,688204841308,title,en,,,Under 100 kort,Less than 100 cards
COLLECTION,688204906844,title,en,,,Enfärgade,Enfärgade
COLLECTION,688204939612,title,en,,,Magic the Gathering,Magic the Gathering
COLLECTION,688204972380,title,en,,,Pokémon,Pokémon
COLLECTION,688205005148,title,en,,,Yu-Gi-Oh!,Yu-Gi-Oh!
COLLECTION,688205037916,title,en,,,Disney Lorcana,Disney Lorcana
COLLECTION,688205070684,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688205103452,title,en,,,Fantasy,Fantasy
COLLECTION,688205136220,title,en,,,Sci-fi,Sci-fi
COLLECTION,688205168988,title,en,,,Superhjältar,Superhjältar
COLLECTION,688205201756,title,en,,,Magic,Magic
COLLECTION,688205234524,title,en,,,Med motiv,Med motiv
COLLECTION,688205267292,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688205300060,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688205332828,title,en,,,Gamegenic,Gamegenic
COLLECTION,688205365596,title,en,,,UltraPro,UltraPro
COLLECTION,688205398364,title,en,,,Sortera efter märke,Sortera efter märke
COLLECTION,688205431132,title,en,,,100 kort eller fler,100 and more cards
COLLECTION,688205463900,title,en,,,Enfärgade,Enfärgade
COLLECTION,688205496668,title,en,,,Med motiv,Med motiv
COLLECTION,688205529436,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688205562204,title,en,,,Gamegenic,Gamegenic
COLLECTION,688205594972,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688205627740,title,en,,,UltraPro,UltraPro
COLLECTION,688205660508,title,en,,, Sortera efter märke, Sortera efter märke
COLLECTION,688205693276,title,en,,,Gamegenic,Gamegenic
COLLECTION,688205726044,title,en,,,UltraPro,UltraPro
COLLECTION,688205758812,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688205791580,title,en,,,Sortera efter märke,Sortera efter märke
COLLECTION,688205824348,title,en,,,För fler lekar,More than one deck
COLLECTION,688205857116,title,en,,,Leklådor,Deckboxes
COLLECTION,688205889884,title,en,,,Enfärgade,Enfärgade
COLLECTION,688205922652,title,en,,,Pokémon,Pokémon
COLLECTION,688205988188,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688205955420,title,en,,,Disney Lorcana,Disney Lorcana
COLLECTION,688206020956,title,en,,,Fantasy,Fantasy
COLLECTION,688206086492,title,en,,,Magic the Gathering,Magic the Gathering
COLLECTION,688206053724,title,en,,,Sci-fi,Sci-fi
COLLECTION,688206119260,title,en,,,Superhjältar,Superheroes
COLLECTION,688206152028,title,en,,,Med motiv,Med motiv
COLLECTION,688206217564,title,en,,,UltraPro,UltraPro
COLLECTION,688206184796,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688206250332,title,en,,,Gamegenic,Gamegenic
COLLECTION,688206283100,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688206315868,title,en,,,Sortera efter märke,Sortera efter märke
COLLECTION,688206348636,title,en,,,Små pärmar,Small
COLLECTION,688206381404,title,en,,,Enfärgade,One color
COLLECTION,688206414172,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688206446940,title,en,,,Disney Lorcana,Disney Lorcana
COLLECTION,688206479708,title,en,,,Fantasy,Fantasy
COLLECTION,688206512476,title,en,,,Magic the Gathering,Magic the Gathering
COLLECTION,688206545244,title,en,,,Pokémon,Pokémon
COLLECTION,688206578012,title,en,,,Sci-fi,Sci-fi
COLLECTION,688206610780,title,en,,,Superhjältar,Superhjältar
COLLECTION,688206676316,title,en,,,Yu-Gi-Oh!,Yu-Gi-Oh!
COLLECTION,688206709084,title,en,,,Med motiv,With design
COLLECTION,688206741852,title,en,,,UltraPro,UltraPro
COLLECTION,688206774620,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688206807388,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688206840156,title,en,,,Gamegenic,Gamegenic
COLLECTION,688206872924,title,en,,,Sortera efter märke,Sort by Brand
COLLECTION,688206905692,title,en,,,Mellan storlek,Medium
COLLECTION,688206938460,title,en,,,Enfärgade,One color
COLLECTION,688206971228,title,en,,,Pokémon,Pokémon
COLLECTION,688207003996,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688207036764,title,en,,,Fantasy,Fantasy
COLLECTION,688207069532,title,en,,,Magic the Gathering,Magic the Gathering
COLLECTION,688207102300,title,en,,,Sci-fi,Sci-fi
COLLECTION,688207135068,title,en,,,Magic,Magic
COLLECTION,688207167836,title,en,,,Med motiv,With design
COLLECTION,688207200604,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688207233372,title,en,,,Gamegenic,Gamegenic
COLLECTION,688207266140,title,en,,,UltimateGuard,UltimateGuard
COLLECTION,688207298908,title,en,,,UltraPro,UltraPro
COLLECTION,688207331676,title,en,,,Sortera efter märke,Sort by Brand
COLLECTION,688207364444,title,en,,,Större pärmar,Large album
COLLECTION,688207397212,title,en,,,Sidor till pärmar,Pages to the Album
COLLECTION,688207429980,title,en,,,Enfärgade,One color
COLLECTION,688207462748,title,en,,,Magic,Magic
COLLECTION,688207495516,title,en,,,Med motiv,With design
COLLECTION,688207528284,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688207561052,title,en,,,Gamegenic,Gamegenic
COLLECTION,688207593820,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688207626588,title,en,,,UltraPro,UltraPro
COLLECTION,688207659356,title,en,,,Sortera efter märke,Sort by Brand
COLLECTION,688207724892,title,en,,,Pärmar för lösa sidor,Binders for single pages
COLLECTION,688207790428,title,en,,,Toploader pärmar,Toploader binder
COLLECTION,688207790428,body_html,en,,,"<p>En samlarpärm gjord för kort i top loaders är en specialanpassad pärm som har plastfickor stora nog att rymma kort som redan sitter i en så kallad top loader.</p>
<p>En top loader är ett hårt, genomskinligt plastskydd där man stoppar ner sitt samlarkort (oftast först i en mjuk plastficka – en “penny sleeve”) för maximalt skydd. Vanliga pärmfickor är för små för detta, därför finns särskilda pärmar med större och stabilare fickor.<br><br></p>
<p>🔹 Vad är fördelarna med att använda top loaders?<br>När du samlar på kort som Pokémon eller Magic: The Gathering, särskilt mer värdefulla eller sällsynta kort, ger top loaders flera viktiga fördelar:</p>
<p>✅ 1. Maximalt fysiskt skydd<br>Skyddar mot böjning<br>Skyddar mot tryck och stötar<br>Förhindrar veck och hörnskador<br>✅ 2. Skydd mot smuts och fukt<br>Mindre risk för damm<br>Skyddar mot fingeravtryck<br>Ger extra barriär mot spill<br>✅ 3. Bevarar värdet<br>Kort i gott skick (Mint/Near Mint) kan vara värda betydligt mer<br>Skyddar investeringskort<br>Perfekt inför gradering (t.ex. PSA eller Beckett)<br>✅ 4. Säker transport<br>Perfekt vid byten, försäljning eller mässor<br>Kortet sitter stadigt och rör sig inte<br>✅ 5. Extra professionell presentation<br>Ger ett seriöst och organiserat intryck<br>Lätt att visa upp utan att riskera skador<br> <br>🔹 Vem bör använda top loader-pärmar?<br>Samlare med värdefulla kort<br>Investerare<br>De som planerar att gradera kort<br>Personer som vill långtidsförvara sina bästa kort</p>","<p>A collector binder made for cards in top loaders is a specially designed binder with plastic pockets large enough to hold cards that are already placed inside a so-called top loader.</p>
<p>A top loader is a rigid, transparent plastic case where you insert your trading card (usually first placed in a soft plastic sleeve — a “penny sleeve”) for maximum protection. Regular binder pockets are too small for this, which is why special binders with larger and more durable pockets are available.</p>
<p> <br>🔹 What are the advantages of using top loaders?<br>When collecting cards such as Pokémon or Magic: The Gathering — especially more valuable or rare cards — top loaders offer several important benefits:</p>
<p>✅ 1. Maximum physical protection<br>Protects against bending<br>Protects against pressure and impacts<br>Prevents creases and corner damage</p>
<p>✅ 2. Protection against dirt and moisture<br>Reduces the risk of dust<br>Protects against fingerprints<br>Provides an extra barrier against spills</p>
<p>✅ 3. Preserves value<br>Cards in good condition (Mint/Near Mint) can be worth significantly more<br>Protects investment cards<br>Ideal before grading (e.g., PSA or Beckett)</p>
<p>✅ 4. Safe transport<br>Perfect for trades, sales, or conventions<br>The card stays securely in place and does not move</p>
<p>✅ 5. More professional presentation<br>Creates a serious and organized impression<br>Easy to display without risking damage</p>
<p> <br>🔹 Who should use top loader binders?<br>Collectors with valuable cards<br>Investors<br>Those planning to grade their cards<br>People who want to store their best cards long term</p>"
COLLECTION,688207823196,title,en,,,Pärmar,Albums
COLLECTION,688207855964,title,en,,,Större spelmattor,Larger mats
COLLECTION,688207888732,title,en,,,Enfärgade,One color
COLLECTION,688207921500,title,en,,,Magic the Gathering,Magic the Gathering
COLLECTION,688207954268,title,en,,,Pokémon,Pokémon
COLLECTION,688207987036,title,en,,,Yu-Gi-Oh!,Yu-Gi-Oh!
COLLECTION,688208019804,title,en,,,Disney Lorcana,Disney Lorcana
COLLECTION,688208052572,title,en,,,Sci-fi,Sci-fi
COLLECTION,688208085340,title,en,,,Anime / Manga,Anime / Manga
COLLECTION,688208118108,title,en,,,Fantasy,Fantasy
COLLECTION,688208216412,title,en,,,Superhjältar,Super heroes
COLLECTION,688208150876,title,en,,,Större spelmattor,Large mats
COLLECTION,688208183644,title,en,,,Med motiv,With design
COLLECTION,688208249180,title,en,,,UltraPro,UltraPro
COLLECTION,688208281948,title,en,,,Dragon Shield,Dragon Shield
COLLECTION,688208314716,title,en,,,Gamegenic,Gamegenic
COLLECTION,688208347484,title,en,,,Ultimate Guard,Ultimate Guard
COLLECTION,688208380252,title,en,,,Sortera efter märke,Sortera efter märke
COLLECTION,688208413020,title,en,,,Större spelmattor,Large game mats
COLLECTION,688208445788,title,en,,,Spelmattor,Play mats
COLLECTION,688208478556,title,en,,,UltraPro,UltraPro
COLLECTION,688208511324,title,en,,,Förvaringslådor,Storage boxes
COLLECTION,688208544092,title,en,,,Väskor och transport,Bags and transport
COLLECTION,688208576860,title,en,,,Toploaders och extra skydd,Toploaders and extra protection
COLLECTION,688208609628,title,en,,,Counters och tokens,Counters and tokens
COLLECTION,688208642396,title,en,,,Övrigt,Other
COLLECTION,688208675164,title,en,,,Plastfickor och Tillbehör,Accessories
COLLECTION,688208675164,body_html,en,,,"<p>Plastfickor och tillbehör till samlarkortspel hjälper dig att skydda, organisera och visa upp dina kort på bästa sätt. Oavsett om du spelar Magic: The Gathering, Pokémon eller andra TCG-spel är rätt tillbehör en viktig del av hobbyn. Hos Dragon’s Lair hittar du allt från plastfickor och deck boxes till pärmar och spelmattor.</p>","<p>Card sleeves and accessories help protect, organize, and display your collectible cards. Whether you play Magic: The Gathering, Pokémon, or other trading card games, the right accessories are an essential part of the hobby. At Dragon’s Lair you’ll find everything from card sleeves and deck boxes to binders and playmats.</p>"
COLLECTION,688208675164,meta_title,en,,,Plastfickor & Tillbehör till Samlarkortspel | Dragon’s Lair,Card Sleeves & Trading Card Game Accessories | Dragon’s Lair
COLLECTION,688208675164,meta_description,en,,,"Plastfickor och tillbehör till samlarkortspel hjälper dig att skydda, organisera och visa upp dina kort på bästa sätt. Oavsett om du spelar Magic: The Gathering, Pokémon eller andra TCG-spel är rätt tillbehör en viktig del av hobbyn. Hos Dragon’s Lair hittar du allt från plastfickor och deck boxes till pärmar och spelmattor.","Card sleeves and accessories help protect, organize, and display your collectible cards. Whether you play Magic: The Gathering, Pokémon, or other trading card games, the right accessories are an essential part of the hobby. At Dragon’s Lair you’ll find everything from card sleeves and deck boxes to binders and playmats."
COLLECTION,688208707932,title,en,,,Magic: The Gathering,Magic: The Gathering
COLLECTION,688208740700,title,en,,,Löskort ,Singles TCG
COLLECTION,688208740700,meta_title,en,,,Löskort till Magic: The Gathering – Köp hos Dragon's Lair,Magic: The Gathering Singles – Buy at Dragon's Lair
COLLECTION,688208740700,meta_description,en,,,Köp löskort till Magic: The Gathering hos Dragon's Lair! Utforska vårt stora utbud av enskilda kort för att komplettera din samling eller bygga din drömlek.,Buy Magic: The Gathering single cards at Dragon's Lair! Explore our wide selection of loose cards to complete your collection or build your dream deck.
COLLECTION,688208773468,title,en,,,Bloomburrow,Bloomburrow
COLLECTION,688208773468,body_html,en,,,"<p><strong><span style=""color: #ffffff;"">I Bloomburrow hotas dalen av okontrollerade elementkrafter, och räddningen vilar på de minsta beskyddarnas axlar. Du kommer spela med möss, grodor, fladdermöss, fåglar och många andra smådjur tillsammans för att återställa balansen och freden – och åter bevisa att mod kommer i alla storlekar.</span></strong></p>","<p><strong><span style=""color: #ffffff;"">In Bloomburrow, the Valley is threatened by elemental forces raging out of control, and salvation falls on the shoulders of its smallest protectors. Players will put their best paws forward, fighting alongside mice, frogs, bats, birds, and myriad other critters to restore the balance of peace—and prove bravery comes in all sizes.</span></strong></p>"
COLLECTION,688208806236,title,en,,,Outlaws of Thunder Junction,Outlaws of Thunder Junction
COLLECTION,688208806236,body_html,en,,,"<p><span style=""color: #ffffff;"">I Outlaws of Thunder Junction kommer du att ansluta dig till Okos gäng av livsfarliga desperados när de planerar ett rån i gränsvärlden Thunder Junction. Du kommer att möta ogästvänliga öknar, fientliga varelser och till och med rivaliserande laglösa – men med mod och beslutsamhet kan du rida iväg in i solnedgången.</span></p>","<p><span style=""color: #ffffff;"">In Outlaws of Thunder Junction, you  will join Oko's crew of deadly desperados as they plot a heist in the frontier world of Thunder Junction. You will face harsh deserts, hostile critters, and even rival outlaws—but with grit and gumption, you can ride off into the sunset.</span></p>"
